activation	batch_size	checkpoint_path	cv_key	depth	dropout	epoch	feature_names	gamma_mel	h10	h4	h5	h7	h8	h9	height	input_time_len_list	learning_rate	max_epochs	max_noise	model	momentum	no_save_ckpt	norm_type	optimizer	step_save_summaries	tag_label	target_height	train_acc	train_batch_result_filename	train_dir	train_loss	unique_key	username	val_set_number	valid_acc	valid_f1	valid_loss	width	bn_layers	extra_1x1_conv	focal_loss_gamma_list	l2_loss_scale	loss1_weight	loss_reduce_max_index
relu	16.0		cb3d1c	13.0	0.7000000000000002	2.0	['mfcc', 'melspectrogram', 'rmse']	0.61	1.0	8.0	1.0	32.0	0.5	32.0	8.0	1024.0	0.001	1000.0	0.92	CNN	0.95	0.0	0.0	rmsprop	10.0	experiment	8.0	0.6196979135274887	./log/batch_log/result_experiment.txt	train_dir	0.8195066750049591	97fd8e	user	1.0	0.7890024185180664	0.0881343152469913	0.6945444047451019	1600.0						
relu6	32.0		a25b0a	13.0	0.2	1309.0	['mfcc', 'melspectrogram', 'rmse']	0.31	0.5	64.0	2.0	16.0	0.5	32.0	8.0	1024.0	0.0001	1500.0	0.58	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.8986258208751678	./log/batch_log/result_experiment.txt	train_dir	0.629094272851944	2d8b7b	user	1.0	0.8953448534011841	0.3128205128205128	0.6348623633384705	1600.0						
relu6	8.0		221b01	13.0	0.4	1144.0	['mfcc', 'melspectrogram', 'rmse']	0.18	2.0	64.0	2.0	32.0	0.5	32.0	8.0	1024.0	0.0001	1500.0	0.66	CNN	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.97424478828907	./log/batch_log/result_experiment.txt	train_dir	0.5766857340931892	108a75	user	1.0	0.9698124974966048	0.9301035026950903	0.5905516147613525	1600.0						
relu6	32.0		ebcdfe	13.0	0.5	1489.0	['mfcc', 'melspectrogram', 'rmse']	0.62	0.5	16.0	0.5	64.0	0.5	8.0	8.0	1024.0	0.0001	1500.0	0.1	CNN	0.9	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9162540137767792	./log/batch_log/result_experiment.txt	train_dir	0.6177714169025421	43adb2	user	0.0	0.9243678450584412	0.819662519371089	0.6225808262825012	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		a34577	13.0	0.30000000000000004	1021.0	['mfcc', 'melspectrogram', 'rmse']	0.02	0.5	64.0	2.0	16.0	0.5	64.0	8.0	1024.0	0.0001	1500.0	0.9	CNN100	0.97	0.0	1.0	adam	10.0	experiment	8.0	0.9867135286331176	./log/batch_log/result_experiment.txt	train_dir	0.05824418086558581	54c29b	user	0.0	0.9633613526821136	0.9173512310136508	0.06541802734136581	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		3f0fe5	13.0	0.6000000000000001	1495.0	['mfcc', 'melspectrogram', 'rmse']	0.58	2.0	32.0	2.0	8.0	2.0	32.0	8.0	1024.0	0.0001	1500.0	0.91	CNN100	0.99	0.0	0.0	adam	10.0	experiment	8.0	0.9456609487533568	./log/batch_log/result_experiment.txt	train_dir	0.06549668312072754	a2253b	user	0.0	0.9499999880790708	0.8784396621174251	0.06579768657684326	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		6af05a	13.0	0.6000000000000001	1343.0	['mfcc', 'melspectrogram', 'rmse']	0.07	1.0	8.0	0.5	8.0	2.0	32.0	8.0	1024.0	0.001	1500.0	0.36	CNN	0.9	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9755625128746032	./log/batch_log/result_experiment.txt	train_dir	0.5750709325075151	8fb438	user	0.0	0.9657772481441498	0.9134938836099026	0.6215799152851105	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		5b1ad3	13.0	0.6000000000000001	1094.0	['mfcc', 'melspectrogram', 'rmse']	0.71	1.0	16.0	1.0	64.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN	0.9	0.0	1.0	rmsprop	10.0	experiment	8.0	0.942618191242218	./log/batch_log/result_experiment.txt	train_dir	0.5973842740058899	ad823d	user	0.0	0.9321264624595642	0.6069591393423681	0.620517909526825	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		221b01	13.0	0.4	1490.0	['mfcc', 'melspectrogram', 'rmse']	0.18	2.0	64.0	2.0	32.0	0.5	32.0	8.0	1024.0	0.0001	1500.0	0.66	CNN	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.9385937377810478	./log/batch_log/result_experiment.txt	train_dir	0.6026146113872528	69cf56	user	2.0	0.9222395718097688	0.6213503097032814	0.6238017827272415	1600.0						
relu6	8.0		221b01	13.0	0.4	1490.0	['mfcc', 'melspectrogram', 'rmse']	0.18	2.0	64.0	2.0	32.0	0.5	32.0	8.0	1024.0	0.0001	1500.0	0.66	CNN	0.9	1.0	1.0	adam	10.0	experiment	8.0	0.9638020768761636	./log/batch_log/result_experiment.txt	train_dir	0.5850483303268751		user	2.0	0.9533749967813492	0.8261177881819741	0.6027715653181076	1600.0						
relu6	32.0		ebcdfe	13.0	0.5	1491.0	['mfcc', 'melspectrogram', 'rmse']	0.62	0.5	16.0	0.5	64.0	0.5	8.0	8.0	1024.0	0.0001	1500.0	0.1	CNN	0.9	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9017988741397858	./log/batch_log/result_experiment.txt	train_dir	0.6347854137420654	1410ba	user	1.0	0.8999425172805786	0.5752693925407578	0.6404581069946289	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		3f0fe5	13.0	0.6000000000000001	1476.0	['mfcc', 'melspectrogram', 'rmse']	0.58	2.0	32.0	2.0	8.0	2.0	32.0	8.0	1024.0	0.0001	1500.0	0.91	CNN100	0.99	0.0	0.0	adam	10.0	experiment	8.0	0.939712643623352	./log/batch_log/result_experiment.txt	train_dir	0.06744171679019928	b3ab76	user	1.0	0.9519540071487428	0.8816093012547485	0.06573715060949326	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		6af05a	13.0	0.6000000000000001	1046.0	['mfcc', 'melspectrogram', 'rmse']	0.07	1.0	8.0	0.5	8.0	2.0	32.0	8.0	1024.0	0.001	1500.0	0.36	CNN	0.9	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9008906334638596	./log/batch_log/result_experiment.txt	train_dir	0.6261155158281326	4571e9	user	1.0	0.8937259614467621	0.31146490987281544	0.6429039537906647	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		5b1ad3	13.0	0.6000000000000001	1479.0	['mfcc', 'melspectrogram', 'rmse']	0.71	1.0	16.0	1.0	64.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN	0.9	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9748617708683014	./log/batch_log/result_experiment.txt	train_dir	0.5784523487091064	81a8f2	user	1.0	0.961896538734436	0.912197760806052	0.6119160652160645	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		4c977c	13.0	0.7000000000000002	1408.0	['mfcc', 'melspectrogram', 'rmse']	0.25	1.0	64.0	0.5	64.0	2.0	64.0	8.0	1024.0	0.001	1500.0	0.01	CNN	0.97	0.0	1.0	adam	10.0	experiment	8.0	0.9953645765781404	./log/batch_log/result_experiment.txt	train_dir	0.5574840381741524	b2959c	user	0.0	0.9743854105472564	0.946509867101792	0.6618893444538116	1600.0						
swish	16.0		e15094	13.0	0.7000000000000002	1487.0	['mfcc', 'melspectrogram', 'rmse']	0.39	0.5	32.0	1.0	16.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.32	CNN	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9848906099796296	./log/batch_log/result_experiment.txt	train_dir	0.5684070140123367	d8228d	user	0.0	0.963774025440216	0.9060707180535302	0.6408011019229889	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		e70a29	13.0	0.8	1480.0	['mfcc', 'melspectrogram', 'rmse']	0.55	1.0	8.0	1.0	16.0	0.5	16.0	8.0	1024.0	0.0001	1500.0	0.45	CNN100	0.99	0.0	0.0	rmsprop	10.0	experiment	8.0	0.8918103575706482	./log/batch_log/result_experiment.txt	train_dir	0.07772623002529144	d23a5e	user	0.0	0.9015517234802246	0.5459042233380458	0.07700050622224808	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		5b1ad3	13.0	0.6000000000000001	1477.0	['mfcc', 'melspectrogram', 'rmse']	0.71	1.0	16.0	1.0	64.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN	0.9	0.0	1.0	rmsprop	10.0	experiment	8.0	0.9749739468097688	./log/batch_log/result_experiment.txt	train_dir	0.5766927003860474	402854	user	2.0	0.9601724147796632	0.9122841065217971	0.6143112778663635	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		5b1ad3	13.0	0.6000000000000001	1479.0	['mfcc', 'melspectrogram', 'rmse']	0.71	1.0	16.0	1.0	64.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.5	CNN	0.9	1.0	1.0	rmsprop	10.0	experiment	8.0	0.9641513029734292	./log/batch_log/result_experiment.txt	train_dir	0.5841764410336813		user	2.0	0.9513984719912212	0.8104803355567389	0.615581750869751	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		3e9584	13.0	0.8	1485.0	['mfcc', 'melspectrogram', 'rmse']	0.25	1.0	16.0	0.5	64.0	1.0	16.0	8.0	1024.0	0.0001	1500.0	0.33	CNN	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9664427042007446	./log/batch_log/result_experiment.txt	train_dir	0.5822650790214539	f3346e	user	0.0	0.9581690728664398	0.8839235434546051	0.5946751236915588	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		4c977c	13.0	0.7000000000000002	1373.0	['mfcc', 'melspectrogram', 'rmse']	0.25	1.0	64.0	0.5	64.0	2.0	64.0	8.0	1024.0	0.001	1500.0	0.01	CNN	0.97	0.0	1.0	adam	10.0	experiment	8.0	0.9414322897791862	./log/batch_log/result_experiment.txt	train_dir	0.5961609780788422	c1e516	user	1.0	0.925635427236557	0.6373934342605648	0.6589682847261429	1600.0						
relu6	32.0		2f09a5	13.0	0.6000000000000001	744.0	['mfcc', 'melspectrogram', 'rmse']	0.02	0.5	32.0	2.0	32.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.51	CNN	0.95	0.0	2.0	adam	10.0	experiment	8.0	0.95528444647789	./log/batch_log/result_experiment.txt	train_dir	0.5904994904994965	3e9bfe	user	0.0	0.9330459833145142	0.6092641790094517	0.6185374259948729	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e15094	13.0	0.7000000000000002	1482.0	['mfcc', 'melspectrogram', 'rmse']	0.39	0.5	32.0	1.0	16.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.32	CNN	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.949500009417534	./log/batch_log/result_experiment.txt	train_dir	0.5933093577623367	872c24	user	1.0	0.9390023946762084	0.6160314331064467	0.6372446715831757	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	64.0		e70a29	13.0	0.8	1478.0	['mfcc', 'melspectrogram', 'rmse']	0.55	1.0	8.0	1.0	16.0	0.5	16.0	8.0	1024.0	0.0001	1500.0	0.45	CNN100	0.99	0.0	0.0	rmsprop	10.0	experiment	8.0	0.8827586174011229	./log/batch_log/result_experiment.txt	train_dir	0.07490028440952301	896694	user	1.0	0.922471284866333	0.8210089434330513	0.07006067037582397	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		2f09a5	13.0	0.6000000000000001	1104.0	['mfcc', 'melspectrogram', 'rmse']	0.02	0.5	32.0	2.0	32.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.51	CNN	0.95	0.0	2.0	adam	10.0	experiment	8.0	0.9892507791519164	./log/batch_log/result_experiment.txt	train_dir	0.5651376843452454	1014a1	user	1.0	0.9648850560188292	0.9161438362217004	0.6024225354194641	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e15094	13.0	0.7000000000000002	1431.0	['mfcc', 'melspectrogram', 'rmse']	0.39	0.5	32.0	1.0	16.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.32	CNN	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9670104384422302	./log/batch_log/result_experiment.txt	train_dir	0.5846031606197357	471009	user	2.0	0.945212334394455	0.8748333678799441	0.6539275646209717	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		e15094	13.0	0.7000000000000002	1487.0	['mfcc', 'melspectrogram', 'rmse']	0.39	0.5	32.0	1.0	16.0	1.0	8.0	8.0	1024.0	0.001	1500.0	0.32	CNN	0.97	1.0	3.0	rmsprop	10.0	experiment	8.0	0.9671336859464644	./log/batch_log/result_experiment.txt	train_dir	0.5821065107981364		user	2.0	0.9493295848369598	0.7989785063466402	0.6439911127090454	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		6dc6d4	13.0	0.5	557.0	['mfcc', 'melspectrogram', 'rmse']	0.54	0.5	64.0	0.5	8.0	2.0	64.0	8.0	1024.0	0.001	1500.0	0.8	CNN	0.9	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9378645718097688	./log/batch_log/result_experiment.txt	train_dir	0.6005671098828316	ff3abe	user	0.0	0.9231770783662796	0.6204193879270029	0.633512020111084	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		f5453f	13.0	0.2	1415.0	['mfcc', 'melspectrogram', 'rmse']	0.44	1.0	8.0	0.5	64.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.86	CNN100	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.9234791696071624	./log/batch_log/result_experiment.txt	train_dir	0.07061330787837505	57ece7	user	0.0	0.9241266250610352	0.8538383319081171	0.07172267138957977	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		d44432	13.0	0.2	1492.0	['mfcc', 'melspectrogram', 'rmse']	0.61	1.0	64.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.69	CNN	0.95	0.0	2.0	adam	10.0	experiment	8.0	0.971421867609024	./log/batch_log/result_experiment.txt	train_dir	0.5784380733966827	30af3c	user	0.0	0.9612540304660796	0.9000152190872202	0.5963527858257294	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		637005	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.45	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.12	CNN100	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.6867343783378601	./log/batch_log/result_experiment.txt	train_dir	0.16375043243169785	613e01	user	0.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		70fec0	13.0	0.4	41.0	['mfcc', 'melspectrogram', 'rmse']	0.16	0.5	32.0	1.0	8.0	1.0	64.0	8.0	1024.0	0.001	1500.0	0.1	CNN100	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9582812413573264	./log/batch_log/result_experiment.txt	train_dir	0.0645665368065238	5f1e77	user	0.0	0.9474999904632568	0.8865413316451266	0.06575928069651127	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		2f09a5	13.0	0.6000000000000001	0.0	['mfcc', 'melspectrogram', 'rmse']	0.02	0.5	32.0	2.0	32.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.51	CNN	0.95	0.0	2.0	adam	10.0	experiment	8.0	0.6200380623340607	./log/batch_log/result_experiment.txt	train_dir	0.7005797922611237	f9b21e	user	2.0	0.787298858165741	0.10080183276059566	0.6932517290115356	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	32.0		2f09a5	13.0	0.6000000000000001	1104.0	['mfcc', 'melspectrogram', 'rmse']	0.02	0.5	32.0	2.0	32.0	2.0	16.0	8.0	1024.0	0.001	1500.0	0.51	CNN	0.95	1.0	2.0	adam	10.0	experiment	8.0	0.8548577626546224	./log/batch_log/result_experiment.txt	train_dir	0.6187389890352885		user	2.0	0.8950766324996948	0.5420699493305826	0.6380705634752909	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		f5453f	13.0	0.2	1477.0	['mfcc', 'melspectrogram', 'rmse']	0.44	1.0	8.0	0.5	64.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.86	CNN100	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.9362552016973495	./log/batch_log/result_experiment.txt	train_dir	0.06705641746520996	14d6e4	user	1.0	0.9272756576538086	0.850999119973562	0.07138721272349358	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		d44432	13.0	0.2	1440.0	['mfcc', 'melspectrogram', 'rmse']	0.61	1.0	64.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.69	CNN	0.95	0.0	2.0	adam	10.0	experiment	8.0	0.9324739426374437	./log/batch_log/result_experiment.txt	train_dir	0.6049915850162506	17687f	user	1.0	0.9187980592250824	0.6078185043468544	0.6252446472644806	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		6dc6d4	13.0	0.5	524.0	['mfcc', 'melspectrogram', 'rmse']	0.54	0.5	64.0	0.5	8.0	2.0	64.0	8.0	1024.0	0.001	1500.0	0.8	CNN	0.9	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9754166677594184	./log/batch_log/result_experiment.txt	train_dir	0.5798347368836403	10fd2d	user	1.0	0.9704791605472564	0.9313876053430088	0.6065764725208282	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		637005	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.45	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.12	CNN100	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.6652760431170464	./log/batch_log/result_experiment.txt	train_dir	0.12599195539951324	3ff1d2	user	1.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		70fec0	13.0	0.4	64.0	['mfcc', 'melspectrogram', 'rmse']	0.16	0.5	32.0	1.0	8.0	1.0	64.0	8.0	1024.0	0.001	1500.0	0.1	CNN100	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.979114592075348	./log/batch_log/result_experiment.txt	train_dir	0.060115378815680735	8baee8	user	1.0	0.9696979224681854	0.926734928751926	0.06383682414889336	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		f5453f	13.0	0.2	1473.0	['mfcc', 'melspectrogram', 'rmse']	0.44	1.0	8.0	0.5	64.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.86	CNN100	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.8865624964237213	./log/batch_log/result_experiment.txt	train_dir	0.0817022155970335	b5d6c4	user	2.0	0.8907091319561005	0.5691916592470329	0.08285774663090706	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		f5453f	13.0	0.2	1477.0	['mfcc', 'melspectrogram', 'rmse']	0.44	1.0	8.0	0.5	64.0	1.0	64.0	8.0	1024.0	0.0001	1500.0	0.86	CNN100	0.9	1.0	1.0	adam	10.0	experiment	8.0	0.9154322892427444	./log/batch_log/result_experiment.txt	train_dir	0.0731239803135395		user	2.0	0.914037138223648	0.7580097037095707	0.0753225435813268	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		d44432	13.0	0.2	1497.0	['mfcc', 'melspectrogram', 'rmse']	0.61	1.0	64.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.69	CNN	0.95	0.0	2.0	adam	10.0	experiment	8.0	0.9753541648387908	./log/batch_log/result_experiment.txt	train_dir	0.5773870497941971	de787a	user	2.0	0.9625921249389648	0.903926893754918	0.595956563949585	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		d44432	13.0	0.2	1497.0	['mfcc', 'melspectrogram', 'rmse']	0.61	1.0	64.0	0.5	32.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.69	CNN	0.95	1.0	2.0	adam	10.0	experiment	8.0	0.959749991695086	./log/batch_log/result_experiment.txt	train_dir	0.5869389027357101		user	2.0	0.9475480715433756	0.8039202057296642	0.6058513323465983	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		637005	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.45	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.12	CNN100	0.9	0.0	0.0	adam	10.0	experiment	8.0	0.7679635435342789	./log/batch_log/result_experiment.txt	train_dir	0.1381517667323351	026d5f	user	2.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		637005	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.45	1.0	32.0	1.0	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.12	CNN100	0.9	1.0	0.0	adam	10.0	experiment	8.0	0.7066579883297285	./log/batch_log/result_experiment.txt	train_dir	0.1426313848545154		user	2.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		6dc6d4	13.0	0.5	1019.0	['mfcc', 'melspectrogram', 'rmse']	0.54	0.5	64.0	0.5	8.0	2.0	64.0	8.0	1024.0	0.001	1500.0	0.8	CNN	0.9	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9854427129030228	./log/batch_log/result_experiment.txt	train_dir	0.5693495497107506	fee179	user	2.0	0.9698229283094406	0.9315912506146116	0.6305533349514008	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		6dc6d4	13.0	0.5	1019.0	['mfcc', 'melspectrogram', 'rmse']	0.54	0.5	64.0	0.5	8.0	2.0	64.0	8.0	1024.0	0.001	1500.0	0.8	CNN	0.9	1.0	3.0	rmsprop	10.0	experiment	8.0	0.9662413174907366	./log/batch_log/result_experiment.txt	train_dir	0.5832504654924074		user	2.0	0.9544930557409922	0.8277994146282078	0.6235472758611044	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		70fec0	13.0	0.4	67.0	['mfcc', 'melspectrogram', 'rmse']	0.16	0.5	32.0	1.0	8.0	1.0	64.0	8.0	1024.0	0.001	1500.0	0.1	CNN100	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9795312508940696	./log/batch_log/result_experiment.txt	train_dir	0.06015584152191876	900931	user	2.0	0.9681874960660934	0.9279349399456917	0.06444396544247866	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		70fec0	13.0	0.4	67.0	['mfcc', 'melspectrogram', 'rmse']	0.16	0.5	32.0	1.0	8.0	1.0	64.0	8.0	1024.0	0.001	1500.0	0.1	CNN100	0.97	1.0	3.0	rmsprop	10.0	experiment	8.0	0.9723090281089148	./log/batch_log/result_experiment.txt	train_dir	0.06161258571470778		user	2.0	0.961795136332512	0.9137370667809148	0.06468002342929442	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		befd47	13.0	0.5	1470.0	['mfcc', 'melspectrogram', 'rmse']	1.0	2.0	8.0	1.0	16.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.28	CNN	0.9	0.0	3.0	adam	10.0	experiment	8.0	0.9169270843267441	./log/batch_log/result_experiment.txt	train_dir	0.620552122592926	4fb71b	user	0.0	0.9228285253047944	0.5839109404529623	0.6216419041156769	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		69e9ff	13.0	0.8	188.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	8.0	0.5	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.09	CNN100	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.9784166663885115	./log/batch_log/result_experiment.txt	train_dir	0.06096263788640498	a5dd71	user	0.0	0.9668389558792114	0.9199185562922546	0.06617487221956253	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		7ef7f9	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	32.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.97	CNN100	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.7136301994323729	./log/batch_log/result_experiment.txt	train_dir	0.11505305767059325	c04bd9	user	0.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	16.0		20c8d6	13.0	0.7000000000000002	0.0	['mfcc', 'melspectrogram', 'rmse']	0.92	1.0	64.0	0.5	64.0	0.5	8.0	8.0	1024.0	0.0001	1500.0	0.43	CNN100	0.99	0.0	2.0	rmsprop	10.0	experiment	8.0	0.4388541691005229	./log/batch_log/result_experiment.txt	train_dir		e6cc9d	user	0.0	0.8022812306880951	0.0	0.11042917519807817	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		ac7736	13.0	0.5	1336.0	['mfcc', 'melspectrogram', 'rmse']	0.94	0.5	32.0	0.5	16.0	0.5	64.0	8.0	1024.0	0.001	1500.0	0.35	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.8379687443375587	./log/batch_log/result_experiment.txt	train_dir	0.6664858460426331	95cdee	user	0.0	0.8343437612056732	0.3120231518021573	0.7178358137607574	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	8.0		befd47	13.0	0.5	1415.0	['mfcc', 'melspectrogram', 'rmse']	1.0	2.0	8.0	1.0	16.0	2.0	16.0	8.0	1024.0	0.0001	1500.0	0.28	CNN	0.9	0.0	3.0	adam	10.0	experiment	8.0	0.903067708015442	./log/batch_log/result_experiment.txt	train_dir	0.6278895139694214	e2bd8f	user	1.0	0.9020312428474426	0.559000988192263	0.6423172950744629	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	64.0		69e9ff	13.0	0.8	133.0	['mfcc', 'melspectrogram', 'rmse']	0.62	2.0	8.0	0.5	32.0	0.5	64.0	8.0	1024.0	0.01	1500.0	0.09	CNN100	0.97	0.0	3.0	rmsprop	10.0	experiment	8.0	0.971463531255722	./log/batch_log/result_experiment.txt	train_dir	0.06238106451928616	3c9b27	user	1.0	0.9641065895557404	0.9098229687323957	0.06576862558722496	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
relu6	16.0		7ef7f9	13.0	0.4	0.0	['mfcc', 'melspectrogram', 'rmse']	0.28	1.0	32.0	0.5	8.0	1.0	32.0	8.0	1024.0	0.01	1500.0	0.97	CNN100	0.9	0.0	1.0	adam	10.0	experiment	8.0	0.7368958294391632	./log/batch_log/result_experiment.txt	train_dir	0.11089586280286312	80cc51	user	1.0	0.8011177778244019	0.0	0.11067110672593117	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
swish	8.0		ac7736	13.0	0.5	802.0	['mfcc', 'melspectrogram', 'rmse']	0.94	0.5	32.0	0.5	16.0	0.5	64.0	8.0	1024.0	0.001	1500.0	0.35	CNN	0.97	0.0	2.0	rmsprop	10.0	experiment	8.0	0.9811458364129066	./log/batch_log/result_experiment.txt	train_dir	0.5699238479137421	6b15ef	user	1.0	0.959281250834465	0.9013300778275058	0.6680262833833694	1600.0	4.0	128.0	1.0	0.1	0.8	0.0
